id	baseMean	baseMeanA	baseMeanB	foldChange	log2FoldChange	pval	padj
ENSG00000185551	1139.47799460156	1862.50163959567	416.454349607454	0.223599453956917	-2.16101142984852	1.98779882849516e-15	2.72725999269535e-12
ENSG00000128965	172.07940920188	68.8166455576957	275.342172846064	4.00109843504677	2.00039612231184	1.40728755710827e-10	9.65399264176276e-08
ENSG00000140465	643.314371739867	235.846844998906	1050.78189848083	4.4553570283533	2.15554104620201	1.98829913800446e-09	9.09315472447373e-07
ENSG00000128739	107.580097998159	42.8485221399427	172.311673856375	4.02141463114194	2.00770309402263	7.47024287841483e-09	2.56229330729629e-06
ENSG00000140575	2149.68584367071	3164.6273209542	1134.74436638723	0.35857124751267	-1.47966828636302	1.14467571860058e-08	3.14099017183999e-06
ENSG00000166963	231.56888992373	129.217876633134	333.919903214326	2.58416181967119	1.36969641412143	1.87483465010206e-06	0.000428712189990005
ENSG00000136378	82.9727055185569	126.07511135874	39.8702996783743	0.316242430791322	-1.66089714532708	2.46269331897248e-05	0.00482687890518606
ENSG00000128872	307.527093384923	197.929973127469	417.124213642377	2.10743328588109	1.07548696110713	0.000141154604697045	0.0242080147055432
ENSG00000166173	146.464763562152	75.8236282657235	217.10589885858	2.86330137220199	1.51767952688599	0.000169011536409392	0.0257648697726318
ENSG00000075131	300.78284767443	205.454719416027	396.110975932833	1.92797214422096	0.947084207333121	0.000509290169838326	0.0635223739107439
ENSG00000137877	51.9339856558449	81.3553731697226	22.5125981419673	0.276719253625716	-1.85350506733278	0.0004886701547893	0.0635223739107439
ENSG00000258754	36.0918872180031	17.0828038656786	55.1009705703277	3.22552263689172	1.68953294179548	0.000865306623935314	0.0917301591585298
ENSG00000166073	420.712691469732	295.622768748273	545.80261419119	1.8462807059897	0.884621915037827	0.00093032965149492	0.0917301591585298
ENSG00000140526	718.655693722574	922.474251424216	514.837136020932	0.558104614005291	-0.841392521290652	0.000936022032229896	0.0917301591585298
ENSG00000138594	894.698134070862	645.360382399716	1144.03588574201	1.77270857793906	0.825955385803153	0.00125412208476594	0.114710366686591
ENSG00000185115	273.091625807356	195.669899628321	350.513351986391	1.79135039498767	0.841047561593943	0.00162868713441345	0.139282521052026
ENSG00000198535	25.5204474438329	41.1960918830021	9.84480300466361	0.238974197664747	-2.06507323781377	0.00172580383227729	0.139282521052026
ENSG00000171877	35.0148128282172	17.341899561814	52.6877260946205	3.03817502268531	1.60320498277182	0.00202640980665535	0.154457458596175
ENSG00000140455	320.049707859054	416.287064915019	223.812350803089	0.537639455236925	-0.895289079192634	0.00343639476856381	0.248143874866818
ENSG00000140564	622.79387350161	470.531671572126	775.056075431093	1.64719214934353	0.720008859093155	0.00373959872130542	0.256536472281552
ENSG00000185787	5813.932499814	7178.32416331621	4449.54083631179	0.619857885361395	-0.689990607752239	0.0044061145145731	0.287866148285443
